username,created_at,full_text
fairrydolls,Sun Apr 06 13:48:47 +0000 2025,DUH LU BIANURA ABIS INI FOKUS BELAJAR THAI YA LU KARIR DI THAILAND AJE JGN DISINI #PLEASE KABURAJADULU
handikov,Sun Apr 06 13:44:45 +0000 2025,Negara lain pada membatasi pergerakan warganya ke Kamboja Dubes kita malah memperomosikan kaburajadulu ke Kamboja ... Mana ke Poipet pulak
beomwyn,Sun Apr 06 13:44:24 +0000 2025,mereka ini unik orang mah # kaburajadulu buat melarikan diri dari indon ini dua malah kaburnya ke indon good luck kids 
sharimiy,Sun Apr 06 13:44:07 +0000 2025,enih maksudnya disuruh pindah gitu ya pak??? kaburajadulu? kok ga dibagiin ke seluruh warganya ya
YurusuToshio,Sun Apr 06 13:42:41 +0000 2025,@Shinetern1ty sudah merasakan #KaburAjaDulu pula
simp4suo,Sun Apr 06 13:41:25 +0000 2025,@kiss4naxa by jangan kita blm #KaburAjaDulu
AbanggSayur,Sun Apr 06 13:40:47 +0000 2025,Judol marak PHK di mana mana Cari kerja susah BBM oplosan pajak gede ngak jelas penggunaaannya.... #KaburAjaDulu https://t.co/cyiDASarhz
saturngvrl,Sun Apr 06 13:36:38 +0000 2025,bian mending di krung thep aja daripada di konoha tetaplah menjadi phattalung boy # KaburAjaDulu
dhiasfra,Sun Apr 06 12:57:53 +0000 2025,@belindch Dok dokter gigi bukan hanya cuma Aku tau pasti gimana beratnya buat nyandang title ituu Semangat terus ya Dok Bisa kok bisa buat #KaburAjaDulu
me_fiqih,Sun Apr 06 12:28:15 +0000 2025,@N_CathyJKT48 Mau #KaburAjaDulu ke Vietnam kah dik?
sienbisa,Sun Apr 06 12:27:27 +0000 2025,Gw pgn #KaburAjaDulu dr rmh ini. Stress anj tinggal brg ortu yg denial. Gw dr kmrn lantang nolak RUUTNI gak berhenti share kekerasan aparat malah dikatain bodoh iya mahasiswa (termasuk aku) dikatain bodoh. Dibilang gak baca dan cuma bisa nyari ribut aja (demo)
hanjayng,Sun Apr 06 12:18:10 +0000 2025,@Ronin_roninan @grok @adamdapdapdap @MR_Allnotfine @ritchier2014 Si jawir dengan keterbatasan iq memang la tak faham Sdm rendah rupiah jatuh. #kaburajadulu ke Malaysia belum sempat apa apa dah kena tangkap https://t.co/SnegsQrH5k
akubukanako,Sun Apr 06 12:17:58 +0000 2025,@BudiBukanIntel dan tempo lalu klean2 pada dukung kaburajadulu kemana neh?? mau ke AS? Jepang? Jerman? Norwegia? Denmark? SEMUANYA PUNYA MASALAH SENDIRI indonesia masalahnya cuma ganti pemerintahan dan benerin ni SDM. selebihnya mah kita mantep2 aja kemaren jg ada post di LN pajaknya kerasa
almazayamgoreng,Sun Apr 06 12:16:54 +0000 2025,Saatnya #kaburajadulu
hasnank_,Sun Apr 06 12:14:25 +0000 2025,@ZieFixOn Ayok bgt gasss #kaburajadulu 
kogasolid,Sun Apr 06 12:02:00 +0000 2025,@barcalopera rontoto mending #.kaburajadulu tpi bakal ttp dihantuin jga 
imovingone,Sun Apr 06 12:01:11 +0000 2025,lord aja mau #kaburajadulu deym ternyata politik Indonesia berpengaruh hingga ke ml 
REISZER0,Sun Apr 06 11:55:12 +0000 2025,Terima kasih regine prabowo gw jadi makin semangat buat #KaburAjaDulu. Ortu dah gaada adek gw udah settle sama kerjaannya. Now giliran gw yg kabur selain biar gak kebayang trauma tiap di rumah juga biar gak terjebak aturan sinting pemrenta
BintangPrams,Sun Apr 06 11:50:12 +0000 2025,@CurutBengak Ingat sekarang mau apa rumah di PIK 2 mobil ferari dan deposito 500 juta rp ? atau kaburajadulu ?
beomgyuchillguy,Sun Apr 06 11:46:06 +0000 2025,terbang agar ak bisa #KaburAjaDulu ke jepang tanpa ribet ngurusin visa dgn paspor lemah tdk brguna itu
7eyrir,Sun Apr 06 11:25:53 +0000 2025,@HAYKALIZTIKAL toki sedang #kaburajadulu
noysjournal,Sun Apr 06 11:12:41 +0000 2025,hi guys gue berhasil #KaburAjaDulu https://t.co/z2LcB7FaKJ
sucreroses_,Sun Apr 06 11:02:36 +0000 2025,Mending #kaburajadulu jadi aupair. Ngerawat anak minimal umurnya 3 taun bayi gaboleh. Kerja 5 JAM SEHARI SABTU MINGGU LIBUR! Cuti 5 MINGGU SETAHUN dan dibayar. Include makan 3x kamar proper ada ketentuan luas kamarnya DI LES-IN BAHASA JG! Gaji MINIMAL Rp6 jt/bln NETT (330€)
match_alattetea,Sun Apr 06 10:54:52 +0000 2025,Ya udh sono bubar. Kek lo bakalan sanggup #kaburajadulu
fallenforwishes,Sun Apr 06 10:43:22 +0000 2025,Ih asyikk seneng kalo bisa bikin orang lain semangat. Ayoo kita usahakan kaburajadulu itu! https://t.co/xTZznEWWjQ
Executive801,Sun Apr 06 10:40:52 +0000 2025,@pennyworth3232 Ini bukan bagian dari # kaburajadulu kaaaan 
sonneeaa,Sun Apr 06 10:39:44 +0000 2025,@niiidaaaaa13 @mhuseinali Golongan itu-itu pun uda pelan-pelan pada #kaburAjaDulu tar beli properti di luar negeri wkwk 
himariarchive,Sun Apr 06 10:34:01 +0000 2025,atau mungkin beliau sudah #KaburAjaDulu makanya bisa bikin OP Witch Watch
AirdropIndoRaya,Sun Apr 06 10:13:32 +0000 2025,@Dlovecian @i3004w Mumpung #kaburajadulu lagi trending
twelvedeloona,Sun Apr 06 09:59:20 +0000 2025,@ditoks persiapan #kaburajadulu ya kak
wana_pati,Sun Apr 06 09:56:11 +0000 2025,@aromapetrikorr Bentuk manifesting #kaburajadulu dimulai dari dikatain antek asing
arif_dayat15,Sun Apr 06 09:53:25 +0000 2025,@orangtitipan @Adtarie ternyata #kaburajadulu diterapkan sama warga jepang jg. wkwkwk...
sedihmawat45830,Sun Apr 06 09:25:47 +0000 2025,Sergap Headshot SG2 #modalkorupsi #kaburajadulu https://t.co/X2lq7ipJeI
diazemine,Sun Apr 06 09:24:17 +0000 2025,hahahaha bjir tbtb teteh gue nawarin gue buat kaburajadulu ke jepang. kata dia dia yg modalin semua2nya. soalnya ponakan cowok gue rencananya mau di kuliahin + kerja di jepang. kalo misalnya ada gue jadi teteh gue udah ngerasa aman buat lepas ponakan gue karena ada gue disana
_peupeupwoo,Sun Apr 06 09:14:27 +0000 2025,@jackjackparrr Goblo pemerintah tau gasi kualitas is!lop di sini tuh kaya gimana? Pemerintah goblo tololl tolollll dzolim lu semua semoga rakyat indonesia yg baik baik dan mau #KaburAjaDulu kesampean #KawalRKUHP #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan
journalin,Sun Apr 06 09:10:40 +0000 2025,#KaburAjaDulu versi Kamboja Indonesia Gelap
trytoimpressyou,Sun Apr 06 08:46:35 +0000 2025,Propaganda untuk indon Kaburajadulu. Wkwkwkwkw
2024Erelce,Sun Apr 06 08:34:58 +0000 2025,@blue_berets7 berarti #KaburAjaDulu jgn ke jepang y
milkypudinc,Sun Apr 06 08:29:23 +0000 2025,dengan semua jualin baju dan makeup gue gue ga begitu merasa bersalah ketika bentar lagi mau pergi dari indonesia. gaakan merasa bersalah sama OVER CONSUMPTIONNNNN gw selama bertahun2 #KaburAjaDulu
novoaamorr,Sun Apr 06 08:26:54 +0000 2025,wkwkwk lord #kaburajadulu
amouraXexa,Sun Apr 06 08:16:25 +0000 2025,Jangan ke Jerman kalau mau kaya raya! #kerjakejerman #kaburajadulu https://t.co/i66TzURwDi
heowjiwon,Sun Apr 06 07:49:20 +0000 2025,Guys seru banget oa kaburajadulu .g https://t.co/J4vV6Gi4Tw
dksoo_fi,Sun Apr 06 07:04:02 +0000 2025,Sekarang ngerti kenapa seungkwan ngefans sama mega-ssi. Emang sebagus itu coy doi herman talenta setalent itu disia siain. Doi beneran praktik baik dan sukses #KaburAjaDulu
risa_lah,Sun Apr 06 07:00:12 +0000 2025,@randomable_ Isi hampersnya perlengkapan buat #kaburajadulu ga sih
PRajagukgu38321,Sun Apr 06 06:52:39 +0000 2025,@grok apa pendapatnya tentang fenomena #kaburajadulu
PinamontiH,Sun Apr 06 06:48:30 +0000 2025,@tasaralesya Tapi kok banyak WNI yang bangga bisa #kaburajadulu ke sana ? Padahal mereka bayar pajak yang jelas2 digunain untuk membunuh manusia 
iwankurniawan0,Sun Apr 06 06:44:31 +0000 2025,@BudiBukanIntel Detik2 warga US bikin gerakan kaburajadulu 
alonehome_,Sun Apr 06 06:41:19 +0000 2025,apa gausah ikut utbk lgsg #kaburajadulu 
iniakunsial,Sun Apr 06 06:30:45 +0000 2025,@randomable_ Positifnya ada 2. Mungkin Prabowo lagi membujuk dia buat login atau ga Prabowo ngedukung dia buat #KaburAjaDulu
Noisenoise58188,Sun Apr 06 06:25:54 +0000 2025,@rayestu Dubes mana lagi yang mendukung gerakan #KaburAjaDulu 
arrybhakti,Sun Apr 06 06:19:40 +0000 2025,inimah kaburajadulu kalo bulan mei wkwk
moonseanne,Sun Apr 06 06:07:25 +0000 2025,salah satu alternatif kaburajadulu
shakespoor_,Sun Apr 06 05:54:45 +0000 2025,@eltohno #kaburajadulu wkwk
hermionelaufey,Sun Apr 06 05:43:46 +0000 2025,Hi aku mau tanya soal kuliah di Hungary Latvia dan China boleh dm aku ya yg sedang berkuliah disana/sdh lulus (especially live cost dll) bcs i already apply for the uni #KaburAjaDulu #studytwt #kuliahluarnegeri #AMBISVERSE #collage #StudyAbroad #undergraduate #bachelordegree
p4piKRiS,Sun Apr 06 05:37:35 +0000 2025,@TxtdariHI Yang kabur bohir2 bandar2 baik lokal apalagi aseng. Yg cuma bisa bengong doang yg ritel. Bohir bandar yg pada #kaburajadulu itu blum tentu cerminkan fundamental emiten.... mesti diliyat kondisi bisnis dan keuangannya satu persatu.
naqyong,Sun Apr 06 04:54:21 +0000 2025,satu tweet #KaburAjaDulu kita belajar satu bab 
tweetsfrom27,Sun Apr 06 04:52:13 +0000 2025,halo @grok sebutkan visa kerja negara eropa/amerika yang paling affordable buat #kaburajadulu
Ubi__Bakar,Sun Apr 06 04:51:20 +0000 2025,@Daffitoo Semangat ya kalau cari #kaburAjaDulu ntar jangan lupa pulang 
Daffitoo,Sun Apr 06 04:50:16 +0000 2025,@Ubi__Bakar Wkwk Balik Malang aja dulu yaa Pengen ikut hastag #kaburajadulu
imyourlibragirl,Sun Apr 06 04:35:34 +0000 2025,iseng bikin story foto di bandara pake hastag kaburajadulu beneran pada ngira gue cabut ngakak padahal nganterin mbah doang tapi ya aamiin ga si wkwk
morkdly,Sun Apr 06 04:19:34 +0000 2025,Temen bokap beda juga yak wkwkwkwk ditanyain loh? Kamu ga kaburajadulu keluar negeri? Cari kerja diluar? Makasih om akan aku anggap ini dukungan 
Respyyy,Sun Apr 06 04:15:59 +0000 2025,@kamto_adi #KaburAjaDulu tapi engagement nya masih dari orang sini pantes nyaman 
akibaryou,Sun Apr 06 04:10:31 +0000 2025,Aneh banget isinya malah seperangkat alat travel. Kita emang fix disuruh #KaburAjaDulu apa gimana sih?
KaburAjaDulu,Sun Apr 06 04:10:14 +0000 2025,ini gak lucu sih menurut gue makin bikin pengen #kaburajadulu politisi kok kaya gitu dah terus banyak juga yang setuju wkwk this country is beyond help
raspberrybeana,Sun Apr 06 04:04:07 +0000 2025,@laviedeluneeee Cocok ikut trend #KaburAjaDulu
KaburAjaDulu,Sun Apr 06 03:57:44 +0000 2025,kenapa gue WNI?
KaburAjaDulu,Sun Apr 06 03:57:31 +0000 2025,jadi pengen #kaburajadulu ke negara yang gak kebanyakan gimmick hari-harian
KaburAjaDulu,Sun Apr 06 03:56:49 +0000 2025,jadi pengen #kaburajadulu ke negara yang ormas orang sipilnya gak doyan cosplay aparat/tentara2an
FiinaDu,Sun Apr 06 03:09:33 +0000 2025,Orang Indonesia pake seragam dan jadi US army ? Mungkin ini termasuk #KaburAjaDulu https://t.co/5bwTCM8fmH
bluexy05,Sun Apr 06 03:01:00 +0000 2025,@Txtmlbb_ Ini lucu bngt si lord nya #KaburAjaDulu 
myskill_id,Sun Apr 06 03:00:00 +0000 2025,7 Channel Youtube Bahasa Asing Belajar bahasa asing gak perlu bayar mahal bisa lewat channel Youtube ini Bestie! Bisa jadi modal buat yang mau #kaburajadulu Ada channel favoritmu gak? https://t.co/t970j94bmu
anak_oyaji,Sun Apr 06 02:48:20 +0000 2025,@maliefrr14 Sudah saatnya #KaburAjaDulu mat
bahascuanttrl,Sun Apr 06 02:40:18 +0000 2025,Dapet penghasilan tambahan modal maen games doang Lumayan buat jajan sebulan ya kan tutornya disini https://t.co/4RBtstvoiD #LaCasaDeLosFamososCol #stockmarketcrash #investasisaham #danakaget #freelance #KaburAjaDulu https://t.co/31YpPjsjXn
kalevandr,Sun Apr 06 02:37:31 +0000 2025,@Propriel mokad trs isekaid ke sni dan mydei lamar aku abis itu aku dibawa hesteg kaburajadulu ke yunani dan tinggal bahagia selamanya disana
goto88_,Sun Apr 06 02:33:54 +0000 2025,Jangan sedih lagi karna sekarang ada GOTO88 link : https://t.co/dkC4h7jq4d #Jumbo #Pagii #Antony #Grok #Madrid #viral #viralindo #vcscrottt #vcsbugilll #KaburAjaDulu #IndonesiaGelap https://t.co/MhNL0mXvhT
bamboobaam,Sun Apr 06 02:20:05 +0000 2025,@ireneclaire202 Sibuk belajar biar bisa #kaburajadulu
RickyKardjono,Sun Apr 06 02:19:52 +0000 2025,@marcosimphony Bener mas @marcosimphony Indonesia sdg tidak baik² saja...‍️‍️‍️ #IndonesiaGelap #KaburAjaDulu #KrisisMoneterJilid2 https://t.co/IFQpjywU3M
imcrushsocrush,Sun Apr 06 02:11:08 +0000 2025,Athan timteng ya Allah Kaburajadulu ga mau di Indonesia Etapi suka disuruh nyerpis pejabrut beserta keluarga besarnya yang ga kenal episiensi ya hmmmm
rsdfrdn17,Sun Apr 06 02:09:43 +0000 2025,@moonluvbe Kirain udah ketemu bule trus #KaburAjaDulu 
sarasyaw,Sun Apr 06 02:05:05 +0000 2025,@piikahchuuu beneran kaburajadulu mbak sylvi
imafatmaya,Sun Apr 06 01:24:34 +0000 2025,@grok @jakapujakesuma1 @promisenewera @unmagnetism Wiihh #KaburAjaDulu
itsroxannehere,Sun Apr 06 01:24:24 +0000 2025,@randomable_ Presiden aja udh nyuruh #KaburAjaDulu lewat hampers tema traveling wkwk Tp bentr Knp bawa embel2 istana negara tuh? Pake uang rakyat? Nama pribadi donggg wkwk
SammyJeremia,Sun Apr 06 01:18:00 +0000 2025,2 hari di Khap Pun Khap Land membuat ku sadar ternyata #KaburAjaDulu semenarik itu buat dicoba https://t.co/m00MLukjyc
nielfnklr,Sun Apr 06 00:19:14 +0000 2025,@vania270589 betuulll nanti kalo dia udah berhasil #kaburajadulu tinggal minta dia angkut kita juga biar kita bisa ikut kabur wkwkwk 
Aritogel_resmi,Sun Apr 06 00:01:33 +0000 2025,Tersenyumlah meskipun kalian sedang banyak masalah #vidoebucin #kaburajadulu #busalsa #busalsaviral #videoviral #slotgacor #bidanviral #slotgacor #slot #gameslot #slotolympus #fyp #viral #tranding #sosmed #jacpot #gemini_NT https://t.co/Io3mVob26N
fajarsodiq837,Sat Apr 05 23:59:58 +0000 2025,@grok Apakah ikut #KaburAjaDulu menjadi solusi terbaik?
khaizta,Sat Apr 05 23:40:41 +0000 2025,@nmonarizqa 30+ memutuskan resign setelah 10tahun merantau balik ke rumah ortu birrul walidain yang 'kadang' remedial (caregiver ain't easy) sering sakit2 sambil ikhtiar mencari jodoh alhamdulillah setahun setengah cuma di rumah ortu (doa ortu kayaknya) dilanjut #kaburajadulu bareng suami
sembilan___tiga,Sat Apr 05 23:10:53 +0000 2025,@shitlicious Ayo yang mau nyusul #KaburAjaDulu ke 🇺🇸 F32 baru lulus S2 aka pengangguran #BiroJomblo https://t.co/Pu2uz9dAlM
Shimi7_,Sat Apr 05 22:48:49 +0000 2025,Ngasih koper kayak nyuruh buat #KaburAjaDulu
Radianm,Sat Apr 05 22:40:14 +0000 2025,Rekomendasi Komunitas Internasional Bidang Geofisika (Oseanografi dan Meteorologi) dan Geosains -A Thread #BeasiswaLuarNegeri #Funding #internships #Postdoc #lowonganpekerjaan #seminar #lokakarya #KaburAjaDulu
Polusi_udara78,Sat Apr 05 21:00:20 +0000 2025,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap🇮🇩 #AirPollution @infoBMKG @dinaslhdki @DKIJakarta @LBH_Jakarta @pramonoanung 3:08 am data polusi udara terkini Jakarta https://t.co/S3WPqfHdcm
frz_human,Sat Apr 05 20:09:57 +0000 2025,Gatau kenapa tapi rasanya kok tiba-tiba banyak postingan yang menceritakan sisi buruk tinggal negara lain setelah tagar #KaburAjaDulu jadi viral ya?
gatoevsky,Sat Apr 05 19:40:19 +0000 2025,@178files ieu jiga twit kaburajadulu pdhl ke depok 
ilham_mz10,Sat Apr 05 19:15:27 +0000 2025,@SumitroYoel Kenapa tag #KaburAjaDulu sempet tranding di Indonesia @grok
kim_s0hee,Sat Apr 05 19:14:44 +0000 2025,wkwk tuh nak skrg brani krn lagi kaburajadulu ke UK 
BigMoveIndo,Sat Apr 05 17:59:22 +0000 2025,@m_mirah satu2nya menteri yang mendukung #kaburajadulu
19910am,Sat Apr 05 17:48:39 +0000 2025,@mawardinurullah @FaktaHitsPlus62 kalau ke Kamboja bukan kaburajadulu tapi matiajadulu
ApaikCrypto,Sat Apr 05 17:18:38 +0000 2025,@jondhez Rakyat dilarang #KaburAjaDulu pemimpin negara malah kasih uang ke negara Tetangga
kochengoren__,Sat Apr 05 17:07:03 +0000 2025,Kebiasaan interview tapi masih pake mindset junior-medior. Jadi kemaren interview buat #kaburajadulu tapi gagal di tahap yg harusnya paling mudah yaitu HR interview. Saya sadar kebanyakan ngomong want to learn padahal yg di apply itu role senior .... 
alpacinooo38241,Sat Apr 05 17:04:57 +0000 2025,@ARSIPAJA jujur ngeliat beginian gue udah muak bgt gue udh capek bgt denger omon2 mending gue persiapin ielts gue persiapan buat pindah #KaburAjaDulu
eisalute,Sat Apr 05 17:04:37 +0000 2025,@eisachanboogf eh gimana kalo abis balik kesini sekalian bawa aku untuk kaburajadulu 
mawardinurullah,Sat Apr 05 17:04:09 +0000 2025,@FaktaHitsPlus62 Gmn kalian masih pd mau menyerukan tagar #KaburAjaDulu ? Mending #PikirAjaDulu ..
ghinatory,Sat Apr 05 17:03:53 +0000 2025,Kata bapak kalo gak lolos ke jepang aja bjir yaudahlah berarti belio merestui #KaburAjaDulu
RAKemal,Sat Apr 05 16:58:48 +0000 2025,Damn. Justru ini yang harus jadi pertimbangan #KaburAjaDulu. Di sini minyak goreng kebanyakan sunflower oil (linoleic acid ~70%) hampir ga pernah ketemu minyak kelapa sawit (linoleic acid ~10%).
mishimakazuyaaa,Sat Apr 05 16:35:16 +0000 2025,Duh kak dimana yg sabar ya gusy aku tahu kamu hebat ku slalu jauhkan mu dari dunia yg jahat wah parah sih ini kok bisa sih ada warga yg tolol banget mending kabur aja gasih gusy #KaburAjaDulu
Dumdumdaradum,Sat Apr 05 16:35:02 +0000 2025,Curhat edisi lebaran Setelah keliling ke berbagai rumah so far so good. Gaada yang bener bener mempertanyakan kenapa aku mau #kaburajadulu ke Jepang tapi kadang si mama suka nyeletuk aja. Yang kuinget terus celetuk ya gatau anaknya sebenernya cari kerja di Indo 
fixxbar_,Sat Apr 05 16:34:49 +0000 2025,@wannafigh @truthspace_ @BudiBukanIntel @barengwarga @ARSIPAJA @ThatSun510 @DokterTifa @daddyyuki makanya buat yg nyarain #KaburAjaDulu ke Malaysia agak heran aja disana aja orang2 lagi pada nyanyi lagu buruh tani tapi liriknya diganti Malaysia Baru Tanpa Onar bukan Orba 
funkfrenzyhaus,Sat Apr 05 16:28:45 +0000 2025,@funk3rlita nyari pacar dari negara lain biar bisa ikutan kaburajadulu
pixiecapek,Sat Apr 05 16:20:02 +0000 2025,Ngumpulin duit buat #kaburajadulu 
ashpenat,Sat Apr 05 15:58:03 +0000 2025,Indonesia ni punya lah banyak masalah negara yang besar sampai warga dorang cabut lari ramai ramai.. tapi ade jugak waladon yang tak puas hati malaysia buat animasi si kancil #KaburAjaDulu
dumpies1monitor,Sat Apr 05 15:53:30 +0000 2025,@jodohnyajenokak bener #KaburAjaDulu emng harus
film_carmelia,Sat Apr 05 15:52:26 +0000 2025,@munvess dm dm krna dm ku sepi mcem kuburan topiknya itu ajaa # kaburajadulu
ItsVergil666,Sat Apr 05 15:48:07 +0000 2025,buset deh nyenyak bener abis jaga bumi #ViralVideos #VideoLucu #lucu #ngakakbangsat #KaburAjaDulu https://t.co/eII97KhTMU
faIlingpetals,Sat Apr 05 15:46:30 +0000 2025,@yasmineutami trimakasi atas motivasinya kak akan saya usahakan untuk #KaburAjaDulu
beanity,Sat Apr 05 15:39:10 +0000 2025,@cherryfoutie asik starting #kaburajadulu semoga sakses say
dick76083,Sat Apr 05 15:36:35 +0000 2025,@KRathalos97 @lin_linvy @akmal4163 Ya makanya feeling gua mereka yang #indonesiagelap ama #kaburajadulu bakal sama
burntcheesekek,Sat Apr 05 15:31:01 +0000 2025,Rmang inimah ajdi gajadi #kaburajadulu aku harus tetep resign ‍↕️
nayajennie,Sat Apr 05 15:28:34 +0000 2025,@TirtoID Ya iyalah zaman sekarang lebih menarik luar negeri soalnya #KaburAjaDulu
carbloemr,Sat Apr 05 15:22:17 +0000 2025,@feliciashn MAKASIHH habis ini ikutan #kaburajadulu
vindyalvioo,Sat Apr 05 14:32:03 +0000 2025,Isi hampersnya kaya kit buat #kaburajadulu yaa 
G4C0AN,Sat Apr 05 14:26:41 +0000 2025,disaat pendukungmu omke gams omke gams tapi elo malah #kaburajadulu ke singapor ga rimvsek banget lu fufufafa https://t.co/cHEbi7dmD5
junkissblue,Sat Apr 05 14:04:21 +0000 2025,Sumpah kocak bgt iseng tweet pgn pnya psangan pro kaburajadulu ke JP di akun personal. Malah dijapri mutual sendiri di DM anjir katanya 'yuk gas' ANTARA SHOCK SAMA KOMEDI BGT 
dick76083,Sat Apr 05 13:40:24 +0000 2025,@lin_linvy @akmal4163 Think about it kemarin di BBC pas wawancara orang2 yang #kaburajadulu itu salah satunya ngomong dia gak may mati sebagai orang Indonesia kek kesannya malu ama kulit sendiri eh ternyata dia udh keluar bertahun2 sebelom ekonomi skrg merosot intinya mereka anti gorvnmt excuse doang
chikeyxx,Sat Apr 05 13:31:05 +0000 2025,@not_ikemennn maaf oot mas mending kaburajadulu ke jepang atau aussie yaa? lg bgg antara 2 negara itu
Imas_uni,Sat Apr 05 13:28:26 +0000 2025,@yourpos5_ @shitlicious Bolehhh banget kbtulan turut serta aktif mmbantu informasi yg mau #KaburAjaDulu versi Jerman 
_hihihihihi1234,Sat Apr 05 13:10:03 +0000 2025,@hangoreum Kak mintain Daniel modalin kita2 #KaburAjaDulu please 
jahejaehyun,Sat Apr 05 13:07:41 +0000 2025,#KaburAjaDulu baiknya ke negara mana yaaaa
MohArifWidarto,Sat Apr 05 13:05:22 +0000 2025,Yang dulu mainin dan dukung #KaburAjaDulu dah berapa banyak yang kabur? Jangan cuma omon-omon. Malu-maluin kalau gak pada kabur.
grok,Sat Apr 05 12:58:17 +0000 2025,@mochriefki @firufd Mun pamaréntah maksimal ngadukung KaburAjaDulu dampakna ka tanaga kerja jeung ékonomi bisa jadi duit jeung cilaka. Tanaga kerja di bumi bakal ngurangan bisa nyababkeun kakurangan buruh jeung brain drain lamun nu pinter kabur tapi duit kiriman ti luar bisa ngabantu https://t.co/txrkrP9V2e
mochriefki,Sat Apr 05 12:54:08 +0000 2025,@firufd @grok apa jadinya kalo kaburajadulu itu di fasilitasi oleh pemerintah dengan maksimal apa dampak pada ketenagakerjaan dan ekonomi ? Jelaskan pakai bahasa sunda
Imas_uni,Sat Apr 05 12:54:03 +0000 2025,@shitlicious Udh gak pake Poto lagi lah Nyari cab Jerman atau yg mau bwa balik k indo gpp atau mau ikut lnjut hdup d Jerman ya Hayuk biar sama2 #KaburAjaDulu Guru TK nih jgn uji kesabaranku seluas apa yg penting gk perokok 
bolu_macan,Sat Apr 05 12:51:10 +0000 2025,@cinderawrla Hedeeuuu bokem bandel banged sih malah duluan praktekin hesteg #KaburAjaDulu 
kimchjiggae,Sat Apr 05 12:38:29 +0000 2025,#KaburAjaDulu baru bisa ke bandung soon kita pake passport ya https://t.co/wBMsJtvC4R
